Unnamed: 0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,u22,u23,u24,u25,u26,u27,u28,u29,u30,u31,u32,u33,u34,u35,u36,u37,u38,u39,u40,u41,u42,u43,u44,u45,u46,u47,u48,u49,u50,u51,u52,u53,u54,u55,u56,u57,u58,u59,u60,u61,u62,u63,u64,u65,u66,u67,u68,u69,u70,u71,u72,u73,u74,u75,u76,u77,u78,u79,u80,u81,u82,u83,u84,u85,u86,u87,u88,u89,u90,u91,u92,u93,u94,u95,u96,u97,u98,u99,u100
s388,0,0,0,22,0,0,0,0,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
s389,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,38,0,0,0,0,0,0,1
s390,2,25,0,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,8,0,0,0,0,32,0,0,4,24,0,146,20,0,0,0,0,5,11,0,3,2,3,0,0,0,1,0,0,0,0,0,1,0,0,2,0,6,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,56,0,0,0,6,0,0,0
s391,0,0,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
s392,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,19,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s393,0,0,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,7,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0
s394,0,2,10,3,0,1,0,0,0,0,0,0,0,0,55,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
s395,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0
s396,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,83,0,0,0,6,0,0,0,0,0,0,105,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,5,0,0,0,0,0
s397,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,7,8,0,0,1,2,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,6,0,0,0,0,0
s398,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,31,0,0,0,54,2,10,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,1,0,4,1,4,0,2,0,0,0,13,1,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0
s399,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,6,0,14,8,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,1,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0
s400,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,1,1,0,0,0
s401,0,24,0,2,16,7,1,0,2,0,2,6,0,0,1,4,7,0,0,0,13,3,0,10,48,16,0,4,92,0,12,0,13,0,1,1,4,0,0,1,7,0,1,0,0,0,1,0,0,3,4,1,2,0,18,6,1,0,1,2,2,1,0,13,0,0,16,15,0,0,0,2,0,48,9,0,0,0,9,0,0,1,1,36,0,7,0,0,27,0,0,0,11,0,9,23,53,0,0,2
s402,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,28,0,0,2,0,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,2,0,0,0
s403,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,1,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
s404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,8,0,0,0,0,9,0,1,1,0,0,0,2,0,0,0,5,0,0,1,0,0,1,0,0,0,3,0,14,0,19,0,0,0
s405,0,11,0,1,0,7,0,31,0,0,0,0,1,0,0,24,6,11,54,0,0,0,0,6,0,0,0,0,24,0,10,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,8,0,0,2,2,1,0,0,0,1,4,5,0,0,1,3,4,0,0,6,1,0,0,8,2,0,0,1,0,0,19,0,6,0,37,2,7,4,0,1,0,1
s406,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,43,0,1,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,1,1,3,0,0,0,0,0,7,31,0,0,0,2,1,0,0,0,1,0,0,0,7,7,0,0,4,0,0,11,0,0,0,0,0,0,1,0,0,0,0
s407,0,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,10,10,0,0,59,8,0,0,0,34,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,59,0,0,0,1,0,0,1,0,0,0,11
s408,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,1,0,0,0,13,0,1,140,0,0,2,0,0,0,0,2,0,0,0,0,0,5,0,0,0,8,0,93,0,0,0,0,0
s409,0,0,1,0,0,0,0,0,2,0,7,0,0,0,0,0,6,0,0,0,2,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,20,0,1,0,0,0,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,6,0,10,0,0,0
s410,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,15,0,0,38,0,0,0,0,24,0,28,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,1,1,2,0,0,6,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,29,0,0,0,0,0,0,0
s411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8,0,7,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,2,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
s412,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4,3,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,13,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,42,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,2,0,0,1,3,23,0,0,0
s413,0,6,0,13,0,0,1,0,0,32,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,3,26,0,1,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2,0,0,3,2,25,0,0,0
s414,3,0,1,3,0,0,0,0,0,0,0,1,0,0,0,4,2,0,7,0,0,0,0,4,10,0,0,2,2,4,4,0,2,16,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,0,3,0,0,3,1,0,0,0,4,1,11,0,0,0,1,2,0,0,0,1,0,0,4,2,0,13,0,0,0,18,3,14,1,21,0,0,0
s415,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,13,0,0,2,16,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0
s416,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,0,0,1,0,0,0,0
s417,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,49,0,17,0,0,10,0,0,1,13,0,0,0,0,0,1,10
s418,0,0,42,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,1,0,0,0
s419,0,7,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,33,0,0,14,0,7,0,9,7,0,0,0,0,0,8
s420,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,6,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,1,13,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,14,3,0,0,0
s421,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22,6,0,0,0,4,26,0,6,34,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
s422,0,0,0,0,0,5,0,0,0,0,3,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,49,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,10,0,0,0,0,0,2,2,0,0,0,0,0,0,2,9,0,0,2,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
s423,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,50,0,0,0,0,0
s424,4,19,1,4,0,6,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,32,0,2,0,0,0,2,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,1,1,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,29,0,0,0,0,0,0,3,0,0,6,0,0,0,5,1,0,0,0
s425,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,6,0,0,0,31,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,32,0,0,0
s426,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,8,5,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,11,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,18,0,0,0,7,4,0,0,1,0,1,0
s427,0,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0
s428,0,0,0,0,0,1,0,0,0,0,1,11,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3,0,0,0,0,4,0,0,0,0,0,17,0,2,0,0,0,2,0,1,0,0,0
s429,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,14,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
s430,2,2,6,0,20,0,0,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,14,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,32,0,0,0,17,0,0,0,4,1,0,11,0,0,0,0,0,0,0,3,62,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0
s431,0,0,10,0,12,0,0,0,0,0,1,13,0,0,0,0,0,0,6,0,5,2,2,0,0,60,0,0,0,0,6,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,2,0,0,4,0,1,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,5,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,7,7,0,0,0,0,0,0
s432,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
s433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,4,6,0,0,0,2,0,2,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0
s434,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,4,0,0,0,7,0,0,5,4,0,4,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0
s435,0,9,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,7,8,1,0,0,0,6,8,0,0,0,4,0,18,0,0,3,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,2,4,4,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,14,0,0,0,17,0,0,2,0,0,1,0
s436,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,30,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,1,0,1,1,0,0,0,1,0,3
s437,0,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,2,2,26,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10,0,8,0,1,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,9,1,8,1,0,0,0,0
s438,1,3,7,0,0,0,0,0,0,0,2,21,0,0,0,3,1,1,0,0,0,0,0,4,4,86,0,14,18,0,8,0,1,0,1,0,0,0,0,8,2,0,0,6,0,0,0,2,0,0,2,0,1,0,0,0,0,0,3,2,2,1,0,0,0,0,7,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,10,0,0,8,3,0,0,17
s439,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,6,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s440,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,8,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
s441,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,2,0,0,0,0
s442,0,2,2,5,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,3,1,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0
s443,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0
s444,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,24,18,2,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,10,10,0,0,0,4,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
s445,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,2,36,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,1,0,0,0,0
s446,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,6,0,45,0,0,0,1,3,0,0,0,0,15,0,0,0,0,5,0,3,0,0,0,2,1,0,0,0,0
s447,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,5,0,0,0,3,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,3,5,0,0,0
s448,0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,26,0,6,10,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0
s449,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,16,8,0,2,0,0,0,0,26,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,0,0,1,0,0,0,0,0,0
s450,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6,0,2,0,0,0,0,0,2,8,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,46,0,0,0,0,0,0,0
s451,0,0,1,10,0,0,0,0,3,0,3,1,1,0,5,0,3,0,0,0,0,0,152,2,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
s452,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,4,1,0,2,0,0,0,0,0,0
s453,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,48,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,19,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,2,0,0,0
s454,0,36,0,1,7,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,10,8,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,2,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,1,4,0,0,0
