user_000045,2009-04-19T19:32:41Z,ccfe7a3c-1a45-4984-a8d0-644549cefe61,Europe,342579e9-a1e9-4088-bd61-88de6fa8ef8b,Superstitious
user_000045,2006-11-11T15:51:52Z,00b5878e-72ee-4318-8912-92f2f70672ff,Pure Pwnage,e5afd9fa-fa80-4ecd-b281-b1ecccfe6186,World Of Warcraft Is A Feeling
user_000045,2006-11-11T15:45:12Z,5c210861-2ce2-4be3-9307-bbcfc361cc01,Pennywise,ddb71334-3e5c-4c62-be4e-aac00c02dd20,Fuck Authority
user_000045,2006-11-11T15:22:11Z,f11a5c84-d2e0-4139-956a-d556fabc496c,Kudai,b30ca528-a0c3-4c82-a7e6-e89949dbaa5d,Lejos De La Ciudad
user_000045,2006-11-11T15:14:45Z,29121037-43e5-496f-a58b-18b1036d97f1,Smitten,d03a9779-fbfe-4427-a245-6bb77ae9150d,Solo Faltás Vos
user_000045,2006-11-11T05:30:08Z,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,Korn,eb6f411e-8ef2-4c2b-8a9e-ebf1418d3104,Word Up
user_000045,2006-11-11T05:24:17Z,62b61409-d13e-4281-9e3f-06941c2c5f5f,L'Arc~En~Ciel,93090697-a08d-4bec-9476-fd8345b25089,Driver'S High
user_000045,2006-11-11T05:20:42Z,b267ca80-034e-4dc1-9ed4-ec45f1fed41d,Good Charlotte,8b811682-dd1c-4e24-9554-6fd16af9aadd,Predictable
user_000045,2006-11-11T05:14:27Z,b267ca80-034e-4dc1-9ed4-ec45f1fed41d,Good Charlotte,1ba1927c-b24b-4fe0-ad9b-fe0856b461e2,I Just Wanna Live
user_000045,2006-11-11T05:11:02Z,b267ca80-034e-4dc1-9ed4-ec45f1fed41d,Good Charlotte,ca8fe006-3ce7-4aa4-b71b-4c7c68852b06,Hold On
user_000045,2006-11-11T05:09:02Z,2676047f-8968-4cc8-8efb-3b678cca1934,Glup!,01eb53f6-1758-49d3-9fb6-e4d1f3ae0ffc,Maldito Sudaca
user_000045,2006-11-11T05:05:47Z,2676047f-8968-4cc8-8efb-3b678cca1934,Glup!,52b8ecfa-cdd2-4d2f-bd2d-403b4c05046f,Grado 3
user_000045,2006-11-11T04:59:07Z,2676047f-8968-4cc8-8efb-3b678cca1934,Glup!,,Aaay La Vidaa!
user_000045,2006-11-11T04:54:37Z,3ab7295a-54ac-40e8-b1b2-3d110a143550,Eros Ramazzotti,68ac4148-6cc9-49e7-af3c-baf9f71edfe9,Una Emoción Para Siempre
user_000045,2006-11-11T04:42:02Z,8538e728-ca0b-4321-b7e5-cff6565dd4c0,Depeche Mode,287f4770-173d-4d18-badd-badef17f707b,Precious
user_000045,2006-11-11T04:32:46Z,9ab19acf-06d9-4c92-bd5a-8c945488d45b,D12,05b26290-47ad-44eb-a817-f66e00a3b26b,My Band
user_000045,2006-11-11T04:28:26Z,51508c1f-8d07-4a00-9cf1-26c570fe7b78,Cypress Hill,de221aa9-d69e-42b6-ae71-78ba30409693,What'S Your Number
user_000045,2006-11-11T04:21:01Z,ef4d808a-2113-44c3-9b44-1b31f026ef1e,Cameo,a6558bed-c0b7-4bb0-9187-2296cb2fbd4e,Word Up
user_000045,2006-11-11T04:17:26Z,c2b37a39-c66a-44b2-b190-a69485ae5d95,Café Tacvba,1bb2421a-0c05-41be-ad38-36133a0d03f5,Las Flores
user_000045,2006-11-11T04:14:56Z,227f3e04-feb2-4741-b73f-70e266d32bf0,Café Quijano,4fc1e3be-4e7d-45de-9a92-c1fdcecd24bf,La Lola
user_000045,2006-11-11T04:07:16Z,0743b15a-3c32-48c8-ad58-cb325350befa,Blink-182,73cbb729-8bba-4ad0-ad03-6cd59ea2ad6e,Feeling This
user_000045,2006-11-11T04:03:51Z,0743b15a-3c32-48c8-ad58-cb325350befa,Blink-182,a1eed2cc-cafc-4148-8b2d-2b882fd06961,I Miss You
user_000045,2006-11-11T04:00:35Z,0743b15a-3c32-48c8-ad58-cb325350befa,Blink-182,94c7a587-1b06-4ca6-a488-37c1363ffe8c,All The Small Things
user_000045,2006-11-11T03:58:40Z,149e6720-4e4a-41a4-afca-6d29083fc091,Bad Religion,ddb286a9-6c57-484b-82cb-1330ae3090dc,You
user_000045,2006-11-11T03:55:20Z,020bfbb4-05c3-4c86-b372-17825c262094,Audioslave,2a7eedcb-f7e2-4920-a3e7-c3402886896e,Doesn'T Remind Me
user_000045,2006-11-10T22:24:59Z,9047fd95-770f-4a8a-a6e3-3b071a882e4d,Enrique Bunbury,,Quien Pudo Ser
user_000045,2006-11-10T22:20:24Z,9047fd95-770f-4a8a-a6e3-3b071a882e4d,Enrique Bunbury,,Quien Pudo Ser
user_000045,2006-11-10T22:13:13Z,3911d90a-442b-426b-a800-8f4616947042,Old School 101,,Baby Got Back
user_000045,2006-11-10T22:04:07Z,fb2fc980-381b-4158-ad88-e6512c7a8af2,Akira,658bb857-0e28-4f77-91df-c63d6db908ca,Piece Of Heaven 2004 (Cascade Radio Mix)
user_000045,2006-11-10T21:49:37Z,fb2fc980-381b-4158-ad88-e6512c7a8af2,Akira,658bb857-0e28-4f77-91df-c63d6db908ca,Piece Of Heaven 2004 (Cascade Radio Mix)
user_000045,2006-11-10T21:33:01Z,e5db18cb-4b1f-496d-a308-548b611090d3,Sex Pistols,2f7440f5-5b72-407c-bfb4-49da961fefd6,Bodies
user_000045,2006-11-10T21:22:56Z,499025a6-1904-4dfc-98ab-307c9b32a575,Place Vendome,510205ec-9ed8-4bdd-98b5-d38268115f02,Place Vendome
user_000045,2006-11-10T20:58:39Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,9daec74e-bbdf-46a9-965d-91da0a472305,Give It All
user_000045,2006-11-10T20:47:12Z,4108b3e0-c9d3-4e29-a62c-8658fc240e77,Soul Edge,,The Edge Of Soul
user_000045,2006-11-10T18:35:36Z,227f3e04-feb2-4741-b73f-70e266d32bf0,Café Quijano,4fc1e3be-4e7d-45de-9a92-c1fdcecd24bf,La Lola
user_000045,2006-11-10T18:31:21Z,fffed9ff-98c6-458a-8379-47e7fb4ba6ec,Bbs Paranoicos,879f6867-727e-4ff7-a8b1-ca1f0988900a,Lo Siento
user_000045,2006-11-10T18:00:47Z,,Scorpions & Berliner Philharmoniker,,Deadly Sting Suite(Instrumenta
user_000045,2006-11-10T14:32:47Z,,Scorpions & Berliner Philharmoniker,,Deadly Sting Suite(Instrumenta
user_000045,2006-11-10T13:45:40Z,,Scorpions & Berliner Philharmoniker,,Deadly Sting Suite(Instrumenta
user_000045,2006-11-10T13:35:15Z,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,Ace Of Base,81ea4779-238a-4cb6-89be-3addbffc70d2,The Sign
user_000045,2006-11-10T02:00:08Z,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,Ace Of Base,81ea4779-238a-4cb6-89be-3addbffc70d2,The Sign
user_000045,2006-11-09T16:36:24Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,15eccb32-6e41-41db-80cb-056b562eaf69,Don'T Say A Word
user_000045,2006-11-09T16:30:18Z,d6812531-4566-4250-b22b-cca9f8f3c3be,Tricky Means,f2f28cfa-bdd6-45e1-821e-f29f33e9d181,8Th Commandment
user_000045,2006-11-09T16:25:53Z,d6812531-4566-4250-b22b-cca9f8f3c3be,Tricky Means,f2f28cfa-bdd6-45e1-821e-f29f33e9d181,8Th Commandment
user_000045,2006-11-09T16:22:07Z,d6812531-4566-4250-b22b-cca9f8f3c3be,Tricky Means,f2f28cfa-bdd6-45e1-821e-f29f33e9d181,8Th Commandment
user_000045,2006-11-09T16:18:27Z,d6812531-4566-4250-b22b-cca9f8f3c3be,Tricky Means,f2f28cfa-bdd6-45e1-821e-f29f33e9d181,8Th Commandment
user_000045,2006-11-09T05:27:09Z,d6812531-4566-4250-b22b-cca9f8f3c3be,Tricky Means,f2f28cfa-bdd6-45e1-821e-f29f33e9d181,8Th Commandment
user_000045,2006-11-09T05:22:16Z,d6812531-4566-4250-b22b-cca9f8f3c3be,Tricky Means,f2f28cfa-bdd6-45e1-821e-f29f33e9d181,8Th Commandment
user_000045,2006-11-08T17:29:13Z,d6812531-4566-4250-b22b-cca9f8f3c3be,Tricky Means,f2f28cfa-bdd6-45e1-821e-f29f33e9d181,8Th Commandment
user_000045,2006-11-08T13:53:39Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,96d315f2-2c31-4a7e-900e-34af5afa9bc9,The Power Of One
user_000045,2006-11-08T13:43:38Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,96d315f2-2c31-4a7e-900e-34af5afa9bc9,The Power Of One
user_000045,2006-11-08T13:35:28Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,77a6ab66-f720-416d-9de6-fe74e15de2b8,Last Drop Falls
user_000045,2006-11-08T13:30:32Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,d7267294-e698-47ae-a20c-bf529b1d6eb2,The End Of This Chapter
user_000045,2006-11-07T19:48:50Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,575df576-1140-4b66-9ec4-d0720d07d2a0,Misled
user_000045,2006-11-07T19:43:04Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,acd3a12f-7226-4208-b52b-0b6fe123411a,Different Worlds
user_000045,2006-11-07T18:23:50Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,575df576-1140-4b66-9ec4-d0720d07d2a0,Misled
user_000045,2006-11-07T18:18:09Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,acd3a12f-7226-4208-b52b-0b6fe123411a,Different Worlds
user_000045,2006-11-07T18:12:23Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,f46d99b0-cb8b-4b15-8473-b18fca96589a,Dark Waters
user_000045,2006-11-07T18:06:12Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,316d10ae-5d26-4230-b0ca-469baf42bd9f,Mark Of The Triangle
user_000045,2006-11-07T18:00:36Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,a0631d5d-81af-4b9d-abcc-ed2ab408777f,The Encounter
user_000045,2006-11-07T17:57:10Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,80d8945d-e574-40ee-b468-d054803d08a7,State Of Paralysis
user_000045,2006-11-07T17:52:55Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,cd3c85a9-1cd3-4a3a-83a5-f822f86cb7b4,Watching The Skies
user_000045,2006-11-07T17:46:46Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,7d106e02-7dd0-4004-9ab6-9af7f800de6d,Rulers Of The Mind
user_000045,2006-11-07T17:07:43Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,0c47765b-5a1b-4b97-b7af-9963b87a43b4,The Masterplan
user_000045,2006-11-07T17:04:38Z,abf5f674-dbad-4219-b3ad-dbd6fb163c8e,Hammerfall,5f6f7f46-3559-4cf5-a86f-8ffee3cd5fca,The Fire Burns Forever
user_000045,2006-11-07T17:00:46Z,6b3a7975-fc3a-404b-a13e-66c223cd2a31,Warmen,f673ae02-15df-456d-a9bc-c8564a9f171e,Somebody'S Watching Me
user_000045,2006-11-07T06:33:04Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,73d93d00-9ddf-4ed3-ba13-f1e0e1bacbb1,False News Travel Fast
user_000045,2006-11-07T06:27:03Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,15eccb32-6e41-41db-80cb-056b562eaf69,Don'T Say A Word
user_000045,2006-11-07T06:19:48Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,,The Wind Beneath My Wings (Bette Midler Cover)
user_000045,2006-11-07T06:07:47Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,,The Wind Beneath My Wings (Bette Midler Cover)
user_000045,2006-11-06T21:48:19Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,,The Wind Beneath My Wings (Bette Midler Cover)
user_000045,2006-11-06T21:43:34Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,,The Wind Beneath My Wings (Bette Midler Cover)
user_000045,2006-11-05T22:01:01Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,,The Wind Beneath My Wings (Bette Midler Cover)
user_000045,2006-11-05T18:12:18Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,,The Wind Beneath My Wings (Bette Midler Cover)
user_000045,2006-11-05T18:06:43Z,00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,bbe8ebdd-b600-48a5-92c4-69a74666ce1f,Over The Hills And Far Away
user_000045,2006-11-05T01:41:43Z,00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,b5408b44-d2e5-4a08-aa9a-ce7c96ce6b1c,Sacrament Of Wilderness
user_000045,2006-11-04T21:28:46Z,765774a0-2060-469b-8b7d-612eea48579b,Helloween,a5f4b9ef-1772-4a7f-98ed-7e0fa1df9f89,Occasion Avenue
user_000045,2006-11-04T21:07:38Z,765774a0-2060-469b-8b7d-612eea48579b,Helloween,4e89a734-174f-4da0-92fb-cb201e752084,Why?
user_000045,2006-11-04T18:43:41Z,765774a0-2060-469b-8b7d-612eea48579b,Helloween,4e89a734-174f-4da0-92fb-cb201e752084,Why?
user_000045,2006-11-04T18:31:18Z,765774a0-2060-469b-8b7d-612eea48579b,Helloween,4e89a734-174f-4da0-92fb-cb201e752084,Why?
user_000045,2006-11-04T18:26:12Z,765774a0-2060-469b-8b7d-612eea48579b,Helloween,dad67646-c139-4b1a-a91e-0b52c518c97a,Perfect Gentleman
user_000045,2006-11-03T20:20:59Z,f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,54a3c21c-5395-44a2-b90b-b7fab8095c20,Faint
user_000045,2006-11-03T19:54:25Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,4e21392e-58b9-467b-a81c-f120cc75ab4f,"You'Re My Heart, You'Re My Soul"
user_000045,2006-11-03T19:46:41Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,bd4d7c2f-ba1b-4936-a411-9e906eced7fa,When The Walls Go Down
user_000045,2006-11-03T19:41:44Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,c2840fc7-7a85-43f2-bdfa-c2cd516e1147,Harmless Wishes
user_000045,2006-11-03T19:33:12Z,2db9d3bf-c1da-45a9-a635-e19bdc3c1add,The Von Bondies,6e5f1729-79cd-4ad9-a778-9f021e3f095c,C'Mon C'Mon
user_000045,2006-11-03T19:29:57Z,fffed9ff-98c6-458a-8379-47e7fb4ba6ec,Bbs Paranoicos,879f6867-727e-4ff7-a8b1-ca1f0988900a,Lo Siento
user_000045,2006-11-03T19:25:26Z,c17f08f4-2542-46fb-97f3-3202d60c225a,Fear Factory,fd2d5df5-3aa4-4552-8c9d-d0b008b16cf2,Replica
user_000045,2006-11-03T17:43:38Z,c17f08f4-2542-46fb-97f3-3202d60c225a,Fear Factory,fd2d5df5-3aa4-4552-8c9d-d0b008b16cf2,Replica
user_000045,2006-11-03T15:02:09Z,29762c82-bb92-4acd-b1fb-09cc4da250d2,Joe Satriani,dcd48761-ab0a-4611-9481-a6b1a8d3691b,Crowd Chant
user_000045,2006-11-03T14:25:25Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,ea973ff7-d9e7-4c34-b442-6ce1fd1cbc46,Time After Time
user_000045,2006-11-03T12:29:42Z,2b615bcf-baa0-4657-b9a5-1a5f34c386c4,浜崎あゆみ,91f49e30-f802-47b8-af4d-7e108c9e2803,Real Me
user_000045,2006-11-02T23:40:58Z,85b374ce-935c-4a56-b40f-107ec8d72b43,Senser,208b604c-2f0f-4a40-b154-0fe03cd47ff1,States Of Mind
user_000045,2006-11-02T06:37:12Z,85b374ce-935c-4a56-b40f-107ec8d72b43,Senser,208b604c-2f0f-4a40-b154-0fe03cd47ff1,States Of Mind
user_000045,2006-11-02T06:32:17Z,85b374ce-935c-4a56-b40f-107ec8d72b43,Senser,208b604c-2f0f-4a40-b154-0fe03cd47ff1,States Of Mind
user_000045,2006-11-02T06:22:36Z,fb2fc980-381b-4158-ad88-e6512c7a8af2,Akira,658bb857-0e28-4f77-91df-c63d6db908ca,Piece Of Heaven 2004 (Cascade Radio Mix)
user_000045,2006-11-02T06:09:45Z,5f5181f6-4860-41c2-a782-94f0a387f209,Dale Schacker,9bd536dd-ac12-4ce6-98c6-dda49086cff7,Main Title (Tv Version)
user_000045,2006-11-02T06:05:24Z,6b3a7975-fc3a-404b-a13e-66c223cd2a31,Warmen,f4a10369-30ef-43a9-a47a-a821037319a6,Spark
user_000045,2006-11-02T05:47:28Z,29762c82-bb92-4acd-b1fb-09cc4da250d2,Joe Satriani,dcd48761-ab0a-4611-9481-a6b1a8d3691b,Crowd Chant
user_000045,2006-11-02T05:39:07Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,ef85479f-3ab9-4459-8a8b-004c6c0f2c1d,The Night Of Dreams
user_000045,2006-11-02T05:12:26Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,ea973ff7-d9e7-4c34-b442-6ce1fd1cbc46,Time After Time
user_000045,2006-11-02T05:04:35Z,62b61409-d13e-4281-9e3f-06941c2c5f5f,L'Arc~En~Ciel,06e2bef7-6ea9-4cb5-b99e-449f4be42c16,Flower
user_000045,2006-11-02T05:00:49Z,66da25f9-1534-4dd1-b88c-718bc24e1ccd,Guano Apes,f4bda7bb-4d8b-4681-bdc5-edf261966247,Big In Japan
user_000045,2006-11-02T04:53:54Z,a55c2f1b-3f3f-4d6a-aa30-5e186dbadce6,Suede,7c7c2796-105c-473c-9a8f-af15f8928258,Trash
user_000045,2006-11-02T04:43:07Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,9daec74e-bbdf-46a9-965d-91da0a472305,Give It All
user_000045,2006-11-02T04:27:56Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,4e21392e-58b9-467b-a81c-f120cc75ab4f,"You'Re My Heart, You'Re My Soul"
user_000045,2006-11-02T04:23:11Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,35730d2f-e4ca-45da-badb-61f6533e77d7,Father Time
user_000045,2006-11-02T04:18:09Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,e328a21a-71f1-43cc-acd2-6af33af08d2c,Thunder
user_000045,2006-11-02T04:04:23Z,9a250493-e200-4676-be17-06e9f51091e7,To/Die/For,99c5c806-21c0-469a-91b4-46f5dec3575a,In The Heat Of The Night
user_000045,2006-11-02T03:54:34Z,9a250493-e200-4676-be17-06e9f51091e7,To/Die/For,e72a060c-2e6e-477b-aef4-94dc23fe09b4,Together Complete
user_000045,2006-11-02T03:48:13Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,ba412b05-2fb8-4bb0-aa77-264a7bfdee90,Replica
user_000045,2006-11-02T03:43:21Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,0747b389-347e-4692-8b98-ff3701333c13,My Land
user_000045,2006-11-02T03:38:11Z,d6812531-4566-4250-b22b-cca9f8f3c3be,Tricky Means,f2f28cfa-bdd6-45e1-821e-f29f33e9d181,8Th Commandment
user_000045,2006-11-02T03:32:24Z,,Scorpions & Berliner Philharmoniker,,Deadly Sting Suite(Instrumenta
user_000045,2006-11-02T03:26:24Z,c3cceeed-3332-4cf0-8c4c-bbde425147b6,Scorpions,c842e3dd-5a21-46b2-903c-352baaebf8d1,Where The River Flows
user_000045,2006-11-02T03:21:49Z,be540c02-7898-4b79-9acc-c8122c7d9e83,Pet Shop Boys,682040b8-8e57-4b24-9844-4526d17dd394,Always On My Mind
user_000045,2006-11-02T03:16:48Z,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,Ace Of Base,351bb48f-ba27-42b6-9d13-d7803c3b39e5,Living In Danger
user_000045,2006-11-02T00:08:03Z,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,Ace Of Base,351bb48f-ba27-42b6-9d13-d7803c3b39e5,Living In Danger
user_000045,2006-11-01T22:50:00Z,765774a0-2060-469b-8b7d-612eea48579b,Helloween,a5f4b9ef-1772-4a7f-98ed-7e0fa1df9f89,Occasion Avenue
user_000045,2006-11-01T22:43:10Z,c17f08f4-2542-46fb-97f3-3202d60c225a,Fear Factory,98d047be-734e-4684-93f9-9acb5fa2a5b5,Zero Signal
user_000045,2006-11-01T22:38:24Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,bb55da70-9e7f-4e2c-a786-16769c2e95f6,You Are Not Alone
user_000045,2006-11-01T22:34:42Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,bb55da70-9e7f-4e2c-a786-16769c2e95f6,You Are Not Alone
user_000045,2006-11-01T22:30:07Z,eca1f8ea-52af-4e33-959a-12a59e12adab,The Simpsons,56255b71-0145-4733-904c-4705aff766f5,Do The Bartman
user_000045,2006-11-01T22:09:44Z,c17f08f4-2542-46fb-97f3-3202d60c225a,Fear Factory,00026127-dbca-4547-b1be-9b5a0b31db8f,Archetype
user_000045,2006-11-01T19:38:40Z,c17f08f4-2542-46fb-97f3-3202d60c225a,Fear Factory,00026127-dbca-4547-b1be-9b5a0b31db8f,Archetype
user_000045,2006-11-01T19:24:49Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,ea973ff7-d9e7-4c34-b442-6ce1fd1cbc46,Time After Time
user_000045,2006-11-01T18:04:18Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,ea973ff7-d9e7-4c34-b442-6ce1fd1cbc46,Time After Time
user_000045,2006-11-01T17:59:27Z,00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,a0006587-a51a-4b6b-b6c0-1693368a4cb6,Nightquest
user_000045,2006-11-01T17:44:01Z,28503ab7-8bf2-4666-a7bd-2644bfc7cb1d,Dream Theater,3351210d-db86-4f10-87b5-7c1653f2c6ac,I Walk Beside You
user_000045,2006-11-01T17:36:15Z,3f2b91ab-7710-42c2-8955-8beb4c33b559,Two-Mix,698ca08f-a9b7-44ae-91ad-0d8f7ef702d8,White Reflection
user_000045,2006-11-01T06:07:40Z,149e6720-4e4a-41a4-afca-6d29083fc091,Bad Religion,,Bad Religion - Better Off Dead
user_000045,2006-11-01T06:03:56Z,e7ab70fc-ae7b-4321-a9d1-4c2e9440e0f5,Luna Sea,ae04db63-096a-45af-8b1a-7f49548dbd91,I For You
user_000045,2006-11-01T05:56:09Z,fb2fc980-381b-4158-ad88-e6512c7a8af2,Akira,658bb857-0e28-4f77-91df-c63d6db908ca,Piece Of Heaven 2004 (Cascade Radio Mix)
user_000045,2006-11-01T05:43:09Z,e5db18cb-4b1f-496d-a308-548b611090d3,Sex Pistols,2f7440f5-5b72-407c-bfb4-49da961fefd6,Bodies
user_000045,2006-08-20T20:05:53Z,c3cceeed-3332-4cf0-8c4c-bbde425147b6,Scorpions,c842e3dd-5a21-46b2-903c-352baaebf8d1,Where The River Flows
user_000045,2006-08-02T18:15:09Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,51df9edd-c654-4045-98f7-ecf4d5ffc82b,Hunting High And Low
user_000045,2006-08-02T18:11:31Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,e572e463-5cae-49c5-999d-0ced8cbeeb5c,Paradise
user_000045,2006-08-02T18:03:11Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,8f007c9e-2b1f-40ac-b5d3-647eaad8f454,Destiny
user_000045,2006-08-02T17:56:25Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,ea973ff7-d9e7-4c34-b442-6ce1fd1cbc46,Time After Time
user_000045,2006-08-02T17:26:07Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,9508e5c2-4179-444a-b9f0-c35f8fcd50a8,Cold Winter Nights
user_000045,2006-08-02T17:21:21Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,aec5a9e1-6f8c-4e46-87d6-bb4c1675ea07,Distant Skies
user_000045,2006-08-02T17:17:06Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,51df9edd-c654-4045-98f7-ecf4d5ffc82b,Hunting High And Low
user_000045,2006-08-02T17:10:19Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,35730d2f-e4ca-45da-badb-61f6533e77d7,Father Time
user_000045,2006-08-02T17:05:28Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,35730d2f-e4ca-45da-badb-61f6533e77d7,Father Time
user_000045,2006-08-02T17:00:29Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,35730d2f-e4ca-45da-badb-61f6533e77d7,Father Time
user_000045,2006-08-01T19:00:53Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,d697e790-4493-4070-9b05-168c6d2eb91a,Brother Louie
user_000045,2006-08-01T18:57:17Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,d697e790-4493-4070-9b05-168c6d2eb91a,Brother Louie
user_000045,2006-08-01T18:53:16Z,f2ea996a-82ea-4cba-85ec-be3c613d25c0,Saint Seiya,,Hades Opening (Long)
user_000045,2006-08-01T18:49:01Z,f2ea996a-82ea-4cba-85ec-be3c613d25c0,Saint Seiya,,Hades Opening (Long)
user_000045,2006-08-01T18:45:16Z,f2ea996a-82ea-4cba-85ec-be3c613d25c0,Saint Seiya,,Hades Opening (Long)
user_000045,2006-08-01T11:38:08Z,5d411d28-49a6-4dbc-af18-a496fee7c0d9,Blue System,c40f89e3-35bc-4577-9b76-6b891f342d8c,Lucifer
user_000045,2006-08-01T11:34:28Z,5d411d28-49a6-4dbc-af18-a496fee7c0d9,Blue System,c40f89e3-35bc-4577-9b76-6b891f342d8c,Lucifer
user_000045,2006-08-01T01:37:32Z,5d411d28-49a6-4dbc-af18-a496fee7c0d9,Blue System,c40f89e3-35bc-4577-9b76-6b891f342d8c,Lucifer
user_000045,2006-08-01T00:44:08Z,be540c02-7898-4b79-9acc-c8122c7d9e83,Pet Shop Boys,682040b8-8e57-4b24-9844-4526d17dd394,Always On My Mind
user_000045,2006-08-01T00:40:17Z,be540c02-7898-4b79-9acc-c8122c7d9e83,Pet Shop Boys,682040b8-8e57-4b24-9844-4526d17dd394,Always On My Mind
user_000045,2006-08-01T00:36:31Z,be540c02-7898-4b79-9acc-c8122c7d9e83,Pet Shop Boys,682040b8-8e57-4b24-9844-4526d17dd394,Always On My Mind
user_000045,2006-07-31T20:51:05Z,5d411d28-49a6-4dbc-af18-a496fee7c0d9,Blue System,c40f89e3-35bc-4577-9b76-6b891f342d8c,Lucifer
user_000045,2006-07-31T20:47:30Z,5d411d28-49a6-4dbc-af18-a496fee7c0d9,Blue System,c40f89e3-35bc-4577-9b76-6b891f342d8c,Lucifer
user_000045,2006-07-31T20:24:03Z,5d411d28-49a6-4dbc-af18-a496fee7c0d9,Blue System,c40f89e3-35bc-4577-9b76-6b891f342d8c,Lucifer
user_000045,2006-07-31T20:20:13Z,5d411d28-49a6-4dbc-af18-a496fee7c0d9,Blue System,c40f89e3-35bc-4577-9b76-6b891f342d8c,Lucifer
user_000045,2006-07-31T20:16:18Z,5d411d28-49a6-4dbc-af18-a496fee7c0d9,Blue System,c40f89e3-35bc-4577-9b76-6b891f342d8c,Lucifer
user_000045,2006-07-31T20:09:42Z,fb2fc980-381b-4158-ad88-e6512c7a8af2,Akira,658bb857-0e28-4f77-91df-c63d6db908ca,Piece Of Heaven 2004 (Cascade Radio Mix)
